"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15"
"420",0.00147572005565424,0.00155609630853211,0.000941561285161259,-0.00042213893122774,-0.00235045202786672,-0.00367293474032435,NA,NA,NA,NA,NA,NA,NA,NA,NA
"421",0.00146551500824696,0.00154080473297954,0.000932759364643491,-0.000428704824157703,-0.00236223035014046,-0.0036843963412451,NA,NA,NA,NA,NA,NA,NA,NA,NA
"422",0.00145524576548334,0.00152547802044117,0.000923958235862666,-0.000435260290753042,-0.0023739186755766,-0.00369574329193016,NA,NA,NA,NA,NA,NA,NA,NA,NA
"423",0.00144491248696225,0.00151011741720277,0.00091515762565869,-0.000441805951218704,-0.00238551714143947,-0.00370697665387325,NA,NA,NA,NA,NA,NA,NA,NA,NA
"424",0.00143451486678741,0.00149472400584044,0.000906357178660118,-0.00044834254250825,-0.0023970266719765,-0.0037180977891146,NA,NA,NA,NA,NA,NA,NA,NA,NA
"425",0.00142405287807714,0.00147929884769128,0.000897556506248888,-0.00045487052583105,-0.00240844787128546,-0.00372910815809457,NA,NA,NA,NA,NA,NA,NA,NA,NA
"426",0.00141352631373679,0.00146384303778585,0.00088875545536039,-0.00046139075051782,-0.00241978111681092,-0.00374000836088726,NA,NA,NA,NA,NA,NA,NA,NA,NA
"427",0.00140293530606051,0.00144835753266564,0.000879953338941467,-0.000467903839302468,-0.0024310274954945,-0.0037508000363468,NA,NA,NA,NA,NA,NA,NA,NA,NA
"428",0.00139227983351527,0.00143284370714637,0.000871150289811666,-0.00047440997208759,-0.0024421870831282,-0.00376148411314871,NA,NA,NA,NA,NA,NA,NA,NA,NA
"429",0.00138155970991169,0.00141730236596674,0.00086234554368075,-0.000480910135431012,-0.00245326123152535,-0.00377206179515705,NA,NA,NA,NA,NA,NA,NA,NA,NA
"430",0.00137077509475072,0.00140173471463192,0.000853538977393668,-0.00048740465854098,-0.00246425001432149,-0.00378253479836793,NA,NA,NA,NA,NA,NA,NA,NA,NA
"431",0.00135992591133456,0.00138614162581898,0.000844730338538471,-0.000493894129977288,-0.00247515426085609,-0.00379290429680034,NA,NA,NA,NA,NA,NA,NA,NA,NA
"432",0.00134901202100995,0.00137052469250913,0.000835919274738465,-0.000500379271155251,-0.00248597487583904,-0.00380317159800926,NA,NA,NA,NA,NA,NA,NA,NA,NA
"433",0.00133803385246035,0.00135488439352105,0.000827105347195103,-0.000506860382388598,-0.00249671247839933,-0.00381333789300902,NA,NA,NA,NA,NA,NA,NA,NA,NA
"434",0.00132699117582825,0.00133922219063666,0.000818288465446893,-0.00051333819551929,-0.00250736763007778,-0.00382340466533218,NA,NA,NA,NA,NA,NA,NA,NA,NA
"435",0.00131588413570047,0.00132353901593462,0.000809468282246954,-0.000519812947297123,-0.00251794118413844,-0.00383337327602959,NA,NA,NA,NA,NA,NA,NA,NA,NA
"436",0.00130471281987188,0.00130783580271586,0.00080064422134342,-0.000526285394470238,-0.00252843397527716,-0.0038432456488434,NA,NA,NA,NA,NA,NA,NA,NA,NA
"437",0.00129347719225306,0.00129211385592583,0.00079181626787604,-0.000532755995913783,-0.00253884676185618,-0.00385302245501546,NA,NA,NA,NA,NA,NA,NA,NA,NA
"438",0.00128217759625193,0.00127637393427866,0.000782983940787895,-0.000539225159745244,-0.00254918028631445,-0.00386270547595067,NA,NA,NA,NA,NA,NA,NA,NA,NA
"439",0.00127081404963623,0.00126061737979523,0.000774147121914726,-0.000545693263983813,-0.00255943528293402,-0.00387229637326119,NA,NA,NA,NA,NA,NA,NA,NA,NA
"440",0.00125938659508247,0.00124484503563895,0.000765305339016975,-0.000552160890263828,-0.00256961248094876,-0.00388179639570913,NA,NA,NA,NA,NA,NA,NA,NA,NA
"441",0.00124789566040406,0.00122905795074514,0.000756458530783104,-0.000558628432488467,-0.00257971275424713,-0.00389120763066554,NA,NA,NA,NA,NA,NA,NA,NA,NA
"442",0.00123634120651009,0.00121325723825518,0.000747606225624669,-0.000565096315850735,-0.00258973713963715,-0.00390053092147426,NA,NA,NA,NA,NA,NA,NA,NA,NA
"443",0.00122472345584797,0.00119744383139555,0.000738748225328245,-0.000571565120733413,-0.0025996863324601,-0.00390976835343507,NA,NA,NA,NA,NA,NA,NA,NA,NA
"444",0.00121304262598043,0.00118161875196458,0.000729884234863195,-0.000578035066902984,-0.00260956105326423,-0.00391892131558674,NA,NA,NA,NA,NA,NA,NA,NA,NA
"445",0.0012012989637342,0.00116578325627848,0.00072101384741998,-0.000584506621063732,-0.00261936236325689,-0.00392799146751813,NA,NA,NA,NA,NA,NA,NA,NA,NA
"446",0.00118949271184996,0.00114993808770367,0.000712137123873123,-0.000590980182194233,-0.00262909099875087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"447",0.0011776240759281,0.00113408431702978,0.000703253435630571,-0.000597456023269941,-0.00263874790797077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"448",0.0011656934434566,0.0011182227746359,0.000694362656167132,-0.000603934737530506,-0.00264833380905848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"449",0.00115370087684342,0.00110235477681035,0.000685464682321295,-0.000610416348108348,-0.00265784972572094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"450",0.00114164685859517,0.00108648103148976,0.00067655887567136,-0.000616901497683944,-0.00266729693172856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"451",0.00112953158863598,0.00107060271241354,0.000667645329595575,-0.000623390431605499,-0.00267667566488525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"452",0.00111735525269026,0.00105472059549007,0.000658723754347365,-0.000629883481001008,-0.00268598755862088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"453",0.00110511847639553,0.00103883578278098,0.000649793746138859,-0.000636380940691454,-0.00269523294050299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"454",0.00109282137549976,0.00102294929600412,0.000640855273059854,-0.000642883035439341,-0.00270441302923127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"455",0.00108046449142312,0.00100706183108448,0.000631907817696187,-0.000649390105762594,-0.00271352909170834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"456",0.00106804817596744,0.000991174579951758,0.000622951243179416,-0.000655902563074782,-0.0027225816283058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"457",0.00105557249646552,0.000975288257568266,0.000613985581295969,-0.000662420570013701,-0.00273157187639269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"458",0.0010430383001748,0.000959403864150358,0.000605010079783058,-0.000668944329403755,-0.00274050062786522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"459",0.00103044571692225,0.000943522490378069,0.000596024979772296,-0.000675474116061225,-0.00274936915516571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"460",0.00101779521280813,0.000927644912858583,0.000587029775119835,-0.000682010239325566,-0.00275817828213417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"461",0.00100508735349926,0.000911771831956787,0.00057802433582258,-0.000688552736120878,-0.00276692912378141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"462",0.000992322458612611,0.000895904388178188,0.00056900866272703,-0.000695102127685461,-0.00277562258695292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"463",0.000979501099418228,0.000880043430429675,0.00055998215815657,-0.000701658505760527,-0.00278425967082771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"464",0.000966623609367601,0.00086418973413005,0.00055094493337283,-0.000708221883314681,-0.0027928417277392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"465",0.000953690419596981,0.000848344306312261,0.000541896554809644,-0.000714792410425869,-0.00280136962191392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"466",0.000940702302156539,0.000832507864791697,0.000532836856575184,-0.000721370745463402,-0.00280984433019285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"467",0.000927659456285658,0.000816681456970301,0.000523765761268072,-0.000727956597728341,-0.00281826700484673,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"468",0.000914562686129558,0.00080086565495927,0.000514683052375598,-0.00073455018324888,-0.00282663863614989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"469",0.000901412447567465,0.000785061308872665,0.000505588266031383,-0.000741151896344122,-0.00283496039756719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"470",0.000888209229686099,0.000769269403594463,0.000496481514222483,-0.000747761494083786,-0.00284323327650947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"471",0.000874953525424823,0.00075349083786302,0.000487362714806509,-0.000754379397144762,-0.00285145845285913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"472",0.000861646086725084,0.000737726044370876,0.000478231299412636,-0.000761005649379935,-0.00285963712264939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"473",0.000848287398669346,0.000721975977074215,0.000469087329357613,-0.000767640336398639,-0.0028677701331593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"474",0.000834877891778427,0.000706241662580064,0.000459930654492598,-0.00077428358541671,-0.00287585868578418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"475",0.000821418348842014,0.000690523652706232,0.000450761058831816,-0.000780935424975948,-0.00288390391649999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"476",0.00080790944773986,0.000674822591323489,0.000441578207958705,-0.000787595976169832,-0.00289190700187155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"477",0.000794351603904205,0.000659139462915554,0.000432382183966822,-0.000794265203905816,-0.00289986897447546,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"478",0.000780745690600512,0.000643474956441467,0.000423172775196478,-0.000800943305158064,-0.00290779102508722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"479",0.000767092133151983,0.000627829565263748,0.000413949819288652,-0.000807630263208671,-0.00291567425703935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"480",0.000753391750085507,0.00061220431135348,0.000404712952809386,-0.000814326106105981,-0.00292351967826887,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"481",0.000739644931721001,0.000596599787068367,0.000395462210460295,-0.000821031009994867,-0.00293132847667877,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"482",0.000725852753353675,0.0005810166743661,0.00038619768254551,-0.000827744759899794,-0.00293910196940559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"483",0.000712015714398964,0.000565455672268013,0.000376918758670139,-0.000834467595124015,-0.0029468413671557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"484",0.000698134302336932,0.000549917484827089,0.000367625618207421,-0.00084119925260134,-0.00295454730142805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"485",0.000684209474757147,0.000534402705240928,0.000358317895081499,-0.000847939902726559,-0.00296222141207456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"486",0.000670241928151744,0.000518912043111218,0.000348995802109882,-0.000854689619029952,-0.00296986461162916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"487",0.000656232395003639,0.000503446073308148,0.000339658963632741,-0.000861448382238959,-0.00297747814921345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"488",0.000642181379681922,0.000488005590637189,0.000330307295148635,-0.000868215934267654,-0.00298506324966104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"489",0.000628089848950127,0.000472591072330282,0.000320940726663808,-0.000874992514712308,-0.00299262081916186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"490",0.000613958457151813,0.000457203283161766,0.000311559004141695,-0.000881777896152267,-0.00300015223585279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"491",0.000599787980226769,0.000441842515276623,0.000302162291477375,-0.000888572141585408,-0.00300765870601053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"492",0.00058557930185112,0.00042650969645759,0.000292750172070165,-0.00089537491887916,-0.00301514086992364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"493",0.000571332891194026,0.000411205206655076,0.000283322866902295,-0.000902186648644741,-0.00302260053110695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"494",0.000557049827533572,0.000395929641969095,0.000273879828644908,-0.000909006858520056,-0.00303003848643243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"495",0.000542730624061558,0.000380683558674545,0.000264421435592895,-0.000915835687603968,-0.0030374559024837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"496",0.000528376466545762,0.000365467597910559,0.000254947410221792,-0.000922672868002255,-0.00304485410165512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"497",0.000513987855821159,0.000350282122866375,0.000245457464341022,-0.000929518578954704,-0.00305223407931712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"498",0.000499565585574002,0.000335127687432377,0.000235951760827869,-0.000936372432531716,-0.00305959707856546,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"499",0.000485110485214082,0.000320005045579519,0.000226430258117628,-0.000943234522832488,-0.00306694422559665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"500",0.000470623643767365,0.000304914354985128,0.000216892731130968,-0.000950104697801743,-0.00307427644810991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"501",0.00045610561297936,0.000289856427745612,0.000207339265851318,-0.000956982781701887,-0.00308159530002398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"502",0.000441557386073696,0.000274831230136956,0.000197769506988354,-0.000963868684248908,-0.00308890149435372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"503",0.000426979671801392,0.000259839713055976,0.00018818368658351,-0.000970762334975334,-0.00309619634980294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"504",0.000412373462971954,0.000244882230949657,0.000178581635502045,-0.000977663520930699,-0.00310348115356788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"505",0.000397739448737189,0.000229958997372677,0.000168963330687853,-0.000984572145724277,-0.00311075681525062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"506",0.000383078526887574,0.000215070656596383,0.000159328626796548,-0.000991488080812456,-0.00311802447898322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"507",0.000368391624891214,0.000200217590148782,0.000149677571007508,-0.000998411104692013,-0.00312528530234738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"508",0.000353679536170571,0.00018540007196458,0.00014001001121733,-0.00100534119922527,-0.00313254044397653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"509",0.000338943560081529,0.000170618656890944,0.000130326011878117,-0.00101227808570914,-0.00313979094488541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"510",0.000324183932487149,0.000155873446347084,0.000120625523358444,-0.00101922176536032,-0.00314703785780484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"511",0.000309401818503108,0.000141165280831861,0.000110908478018222,-0.00102617177012365,-0.00315428247241474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"512",0.000294598243913225,0.000126493996260189,0.000101174886964816,-0.00103312818897732,-0.00316152574359083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"513",0.000279773865299992,0.000111860349635056,9.14246604128601e-05,-0.00104009074063121,-0.00316876852070658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"514",0.000264929710997995,9.726437237843e-05,8.165790341693e-05,-0.00104705939316174,-0.0031760124234057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"515",0.00025006691388608,8.27066948754387e-05,7.18744748265191e-05,-0.00105403390937169,-0.00318325788719665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"516",0.000235186022687299,6.81871093567227e-05,6.20743338978452e-05,-0.00106101387171683,-0.00319050642916945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"517",0.000220287991368591,5.37063837465696e-05,5.22576414382874e-05,-0.00106799945080783,-0.00319775874881695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"518",0.000205373931520698,3.9264721284644e-05,4.24243026541103e-05,-0.00107499012689311,-0.00320501638125673,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"519",0.000190444545988753,2.48622319668868e-05,3.25742079198666e-05,-0.001081986071649,-0.00321228003680699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"520",0.000175500899664449,1.04992120015003e-05,2.27076232250087e-05,-0.0010889868984049,-0.00321955039950933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"521",0.000160543964000276,-3.82402935310171e-06,1.28242454344266e-05,-0.00109599233389756,-0.00322682926035353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"522",0.000145574630518615,-1.81071154860775e-05,2.92401823378048e-06,-0.00110300203152952,-0.00323411720702199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"523",0.000130593701771059,-3.2350120793474e-05,-6.99236809465794e-06,-0.00111001639084861,-0.00324141488541009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"524",0.000115602328940525,-4.65526437650044e-05,-1.69256175930404e-05,-0.0011170345784676,-0.00324872389786337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"525",0.000100601153654105,-6.07145971025084e-05,-2.68754105311206e-05,-0.00112405670752596,-0.00325604476938283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"526",8.55913848214642e-05,-7.48356592158922e-05,-3.68418087251071e-05,-0.00113108267641635,-0.00326337885669291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"527",7.05738506852913e-05,-8.89160275113955e-05,-4.68245810015566e-05,-0.00113811193492482,-0.00327072662895394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"528",5.55494784758294e-05,-0.000102954902654754,-5.68238883046827e-05,-0.00114514451148347,-0.00327808925179227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"529",4.05193266539692e-05,-0.000116952569223428,-6.68397945714622e-05,-0.00115218013997125,-0.00328546793557589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"530",2.54841101721244e-05,-0.000130909002120247,-7.68720278400028e-05,-0.00115921869108892,-0.0032928631529682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"531",1.04449965951735e-05,-0.000144823699967736,-8.69206289955445e-05,-0.00116625983418862,-0.00330027590626937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"532",-4.59709461418825e-06,-0.000158696739775942,-9.69855721918283e-05,-0.00117330346923733,-0.00330770723003592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"533",-1.96412976067846e-05,-0.000172527934211865,-0.000107066854900856,-0.00118034917614458,-0.00331515767135566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"534",-3.4686777994643e-05,-0.000186317348983507,-0.000117164306206726,-0.00118739710923639,-0.00332262869404254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"535",-4.97322560553197e-05,-0.000200064793931331,-0.000127277961423962,-0.00119444682636963,-0.00333012068816453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"536",-6.47771452154981e-05,-0.000213770205004322,-0.000137407635745115,-0.00120149809126134,-0.00333763430950258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"537",-7.98200990979419e-05,-0.000227433530790032,-0.000147553314663698,-0.00120855085116844,-0.00334517090775278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"538",-9.48606161145449e-05,-0.000241054612815133,-0.000157715011171337,-0.00121560491937329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"539",-0.000109897362880131,-0.000254633727424956,-0.000167892688730328,-0.00122265985528267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"540",-0.000124929621238069,-0.000268170634331441,-0.000178086067934881,-0.00122971565147491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"541",-0.00013995638446318,-0.000281665272103291,-0.000188295202089682,-0.00123677204936368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"542",-0.000154976763464523,-0.000295117523435802,-0.000198520032217565,-0.00124382899140602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"543",-0.000169989656986003,-0.000308527935940878,-0.000208760457226437,-0.00125088610997758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"544",-0.000184994401454637,-0.000321895941523789,-0.000219016207569595,-0.00125794332143791,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"545",-0.000199989728112517,-0.000335221974098654,-0.000229287446871809,-0.00126500032820074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"546",-0.000214974960920304,-0.000348505783227462,-0.000239573897495899,-0.00127205714689041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"547",-0.000229949112611191,-0.000361747661384599,-0.00024987564369233,-0.00127911334055359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"548",-0.000244911162587994,-0.000374947468643962,-0.000260192355666486,-0.00128616879608876,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"549",-0.000259860127342475,-0.000388105476933569,-0.000270524069552498,-0.0012932234875016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"550",-0.000274795192572925,-0.000401221641120722,-0.00028087055747482,-0.00130027717808395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"551",-0.000289715524785859,-0.00041429608130368,-0.000291231890917401,-0.00130732971953924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"552",-0.00030462016694784,-0.000427328984249244,-0.000301607776881736,-0.0013143810088543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"553",-0.000319507941265796,-0.000440320447895648,-0.000311998310986567,-0.0013214306359688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"554",-0.000334378309477261,-0.00045327018665464,-0.000322403015226262,-0.00132847878386692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"555",-0.000349230112083362,-0.000466179091146707,-0.00033282212646207,-0.00133552504571021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"556",-0.000364062729886741,-0.000479046746119992,-0.000343255294689039,-0.00134256924662996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"557",-0.000378874873667774,-0.000491873588386941,-0.000353702427867191,-0.00134961158634653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"558",-0.000393665830931541,-0.000504659664656841,-0.000364163549919158,-0.00135665158006281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"559",-0.000408434763523106,-0.000517405198526846,-0.000374638241386625,-0.00136368946148651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"560",-0.000423180708140678,-0.00053011031109482,-0.00038512641321963,-0.00137072487239231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"561",-0.000437902879631967,-0.00054277534774161,-0.000395628271456909,-0.0013777576381588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"562",-0.000452600314265732,-0.000555400368419898,-0.00040614313753968,-0.00138478783238649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"563",-0.000467272168844232,-0.000567985734992222,-0.000416671376478073,-0.00139181536106303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"564",-0.000481917535732747,-0.000580531493691618,-0.000427212438698273,-0.00139883991236769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"565",-0.000496535684634508,-0.000593038126855777,-0.000437766304008768,-0.00140586165569892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"566",-0.000511125820644232,-0.000605505654700566,-0.000448332811502251,-0.00141288042479115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"567",-0.000525686759487585,-0.000617934394606186,-0.000458911918176068,-0.00141989604625785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"568",-0.000540218145370377,-0.000630324691253503,-0.00046950324163653,-0.00142690873639538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"569",-0.000554718662943758,-0.000642676763746363,-0.000480106774248076,-0.00143391808578893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"570",-0.000569187814854533,-0.000654990821971365,-0.000490722268994309,-0.00144092442157776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"571",-0.000583624744155746,-0.000667267525927274,-0.000501349494607625,-0.00144792732368511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"572",-0.000598028585780134,-0.000679506555069554,-0.000511988506736978,-0.00145492713367565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"573",-0.000612398411993213,-0.000691708848923221,-0.000522638912281703,-0.00146192359606807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"574",-0.000626733779166612,-0.000703874296531676,-0.000533300682437812,-0.0014689167473904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"575",-0.000641033541706743,-0.0007160034400202,-0.000543973330705015,-0.00147590665817369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"576",-0.000655297207330406,-0.00072809657109324,-0.000554657006650417,-0.00148289337089578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"577",-0.000669523906395851,-0.000740153876545938,-0.000565351347699581,-0.00148987671113005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"578",-0.00068371277102314,-0.000752176049117023,-0.000576056256577986,-0.00149685687131164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"579",-0.000697863259897415,-0.000764163267637028,-0.00058677144467778,-0.00150383388832369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"580",-0.000711974483405555,-0.000776115692483762,-0.000597496806741164,-0.00151080771626843,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"581",-0.000726045781121591,-0.000788034204976278,-0.000608232133344303,-0.00151777864629116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"582",-0.000740076378539259,-0.000799918657899974,-0.000618977210351229,-0.00152474650031141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"583",-0.000754065704975502,-0.000811769727034185,-0.000629731778224507,-0.00153171138806635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"584",-0.000768013008769467,-0.000823587855338508,-0.000640495799587605,-0.00153867358575195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"585",-0.000781917397302823,-0.000835373275281929,-0.000651268765072807,-0.00154563297084322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"586",-0.000795778566182111,-0.000847126659695755,-0.000662050668605303,-0.00155258988643795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"587",-0.00080959568823423,-0.000858848186657916,-0.0006728413380732,-0.00155954426437555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"588",-0.0008233678338374,-0.000870538449123235,-0.000683640385759268,-0.00156649635170664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"589",-0.000837094665920489,-0.000882197695971701,-0.000694447871684744,-0.00157344636172277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"590",-0.000850775730168286,-0.000893826523903051,-0.000705263446112819,-0.00158039431685482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"591",-0.000864410013964739,-0.000905425480103563,-0.000716086711020648,-0.00158734052664132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"592",-0.000877997107033356,-0.000916994929974025,-0.000726917658759519,-0.00159428508292444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
